id,name_ja,name_zh,name_en,type,damage_class,power,accuracy,priority,pp,description_ja,description_zh,description_en,effect_ja,effect_zh,effect_en,learned_by_pokemon,type_id
514,かたきうち,报仇,retaliate,normal,physical,70,100,0,5,倒れた　味方の　かたきを　討つ。 前の　ターンに　味方が 倒されていると　威力が　あがる。,为倒下的同伴报仇。 如果上一回合有同伴倒下， 威力就会提高。,The user takes revenge for a fainted ally. This move's power is boosted if an ally fainted in the previous turn.,威力上昇の効果があるのは味方がひんしになった次のターンのみである。たとえばダブルバトルで、味方がひんしになったそのターンに使用しても威力は増えない。,攻击目标造成伤害。如果上一回合我方有宝可梦进入昏厥状态，威力翻倍。,"Inflicts regular damage.  If a friendly Pokémon fainted on the previous turn, this move has double power.",244,1
515,いのちがけ,搏命,final-gambit,fighting,special,,100,0,5,命懸けで　相手を　攻撃する。 自分は　ひんしに　なるが　相手に ＨＰ分の　ダメージを　与える。,拼命攻击对手。 虽然自己陷入濒死，但会给予对手 和自己目前ＨＰ等量的伤害。,The user risks everything to attack the target. The user faints but inflicts damage equal to its own HP.,ダメージ固定技の1つ。共通する仕様はダメージ固定技#詳細な仕様を参照とする。。相性/特性/まもる状態などで攻撃が無効化された場合、使用者はひんしにならない。。攻撃が外れた場合はひんしにならない。。みがわり状態、特性ばけのかわにダメージを肩代わりされた場合はひんしになる。。対人戦では、手持ちの最後のポケモンがこの技を使用してお互いのポケモンが全滅した場合、いのちがけを使った側が負けになる。。マックスレイドバトル/テラレイドバトルで使うと失敗し、使用者はひんしにならない。。使用者がきあいのタスキ/きあいのハチマキ、特性がんじょうを持っていても、発動せずにHPが0になる。。使用者の特性がいしあたま/マジックガードである場合もひんしになる。。特性おやこあいのポケモンが使用しても2回攻撃にならない。。使用者が場に残っていてもオウムがえしでコピーできない。,使用者消耗全部剩余ＨＰ，自身陷入昏厥状态，然后对目标造成使用者消耗ＨＰ的伤害。该招式无法对没有效果的属性的宝可梦造成伤害，但忽略其它属性相克和属性一致加成。如果搏命没有命中、对目标没有效果或被守住，则招式使用失败，使用者不会受到伤害。气势披带、气势头带或结实特性不能阻止使用者陷入昏厥状态。,Inflicts damage equal to the user’s remaining HP.  User faints.,30,2
516,ギフトパス,传递礼物,bestow,normal,status,,,0,15,この技は　使えません 思い出すことが　できなくなりますが 技を　忘れることを　おすすめします,无法使用这个招式。 虽然忘记之后就再也想不起来了， 但还是建议忘记这个招式。,"This move can’t be used. It’s recommended that this move is forgotten. Once forgotten, this move can’t be remembered.",対象が持ち物を持っておらず、自身は持ち物があるときのみ成功する。成功後、自分の持ち物は無くなる。。命中判定が行われず必中するが、対象が姿を隠しているときは当たらない。。対象がみがわり状態のとき、第五世代では失敗するが、第六世代以降では成功する。。自身が特性ぶきようであるときや、さしおさえ/マジックルーム状態であるときも成功する。。対象がトリックガードに守られていると失敗する。。自身の持ち物がメール、Zクリスタルである場合失敗する。。以下の特定のポケモンに対し効果を及ぼすアイテムは渡せず失敗する。特定のポケモンは対象である場合でも、自身である場合でも失敗する。アルセウスに対するプレートギラティナに対するはっきんだまゲノセクトに対するカセットシルヴァディに対するメモリメガシンカ可能なポケモンに対するメガストーンそのポケモンに対応しないメガストーンであれば成功する。グラードンに対するべにいろのたま/カイオーガに対するあいいろのたま。ねこのてで選ばれない。。まねっこでコピーできない。,使用者在本次战斗中将携带物品给予目标。传递礼物一定会命中，除非目标正在使用蓄力的招式并不在场地上。,"Transfers the user’s held item to the target.  If the user has no held item, or the target already has a held item, this move will fail.",25,1
517,れんごく,炼狱,inferno,fire,special,100,50,0,5,激しい　炎で 相手を　包みこみ　攻撃する。 やけど状態に　する。,用烈焰包裹住对手进行攻击。 让对手陷入灼伤状态。,The user attacks by engulfing the target in an intense fire. This leaves the target with a burn.,,攻击目标造成伤害。烈火深渊有100%的几率使目标陷入灼伤状态。,Inflicts regular damage.  Has a 100% chance to burn the target.,26,10
518,みずのちかい,水之誓约,water-pledge,water,special,80,100,0,10,水の柱で　攻撃する。 ほのおと　組みあわせると　威力が あがって　空に　にじが　かかる。,用水柱进行攻击。 如果和火组合，威力就会提高， 天空中会挂上彩虹。,"A column of water hits the target. When used with its fire counterpart, this move's power is boosted and a rainbow appears.",スカイバトルでは使用できず、ゆびをふるなどでこのわざが選ばれた場合失敗する。。みずのジュエルを持ってこのわざを使用しても、ジュエルは発動しない。。この技はよびみずに引き寄せられない。よびみずのポケモンに対して使用した場合は無効化され、とくこうが上がる。同様に、そうでん状態で使用するとでんきタイプになるが、ひらいしんに引き寄せられない。ひらいしんのポケモンに対して使用した場合は無効化され、とくこうが上がる。ちゅうもくのまとには引き寄せられる。コンビネーション技に変えたときは、そうでん状態でも技のタイプが変わらない。,与火之誓约组合，使出合体攻击，己方场地变为彩虹，招式的追加效果变得更易出现。与草之誓约组合，使出合体攻击，对方场地变为湿地，宝可梦速度变为原来的1⁄4。水之誓约无视特性引水的吸引效果，但以该特性宝可梦为目标时，招式依然会无效并使对方提升一级特攻。,"Inflicts regular damage.  If a friendly Pokémon used grass pledge earlier this turn, all opposing Pokémon have halved Speed for four turns (including this one).",36,11
519,ほのおのちかい,火之誓约,fire-pledge,fire,special,80,100,0,10,炎の柱で　攻撃する。 くさと　組みあわせると　威力が あがって　周りが　火の海に　なる。,用火柱进行攻击。 如果和草组合，威力就会提高， 周围会变成火海。,"A column of fire hits the target. When used with its grass counterpart, this move's power is boosted and a vast sea of fire appears.",スカイバトルでは使用できず、ゆびをふるなどでこのわざが選ばれた場合失敗する。。ほのおのジュエルを持ってこのわざを使用しても、ジュエルは発動しない。。そうでん状態で使用するとでんきタイプになるが、ひらいしんに引き寄せられない。ひらいしんのポケモンに対して使用した場合は無効化され、とくこうが上がる。ちゅうもくのまとには引き寄せられる。コンビネーション技に変えたときは、そうでん状態でも技のタイプが変わらない。,与水之誓约组合，使出合体攻击，己方场地变为彩虹，招式的追加效果变得更易出现。与草之誓约组合，使出合体攻击，对方场地变为火海，火属性以外的宝可梦，每回合受到1⁄8伤害。单独使用时，没有任何追加效果。,"Inflicts regular damage.  If a friendly Pokémon used water pledge earlier this turn, moves used by any friendly Pokémon have doubled effect chance for four turns (including this one).",35,10
520,くさのちかい,草之誓约,grass-pledge,grass,special,80,100,0,10,草の柱で　攻撃する。 みずと　組みあわせると　威力が あがって　あたりが　湿原に　なる。,用草柱进行攻击。 如果和水组合，威力就会提高， 周围会变成湿地。,"A column of grass hits the target. When used with its water counterpart, this move's power is boosted and a vast swamp appears.",スカイバトルでは使用できず、ゆびをふるなどでこのわざが選ばれた場合失敗する。。くさのジュエルを持ってこのわざを使用しても、ジュエルは発動しない。。そうでん状態で使用するとでんきタイプになるが、ひらいしんに引き寄せられない。ひらいしんのポケモンに対して使用した場合は無効化され、とくこうが上がる。ちゅうもくのまとには引き寄せられる。コンビネーション技に変えたときは、そうでん状態でも技のタイプが変わらない。,与水之誓约组合，使出合体攻击，对方场地变为湿地，宝可梦速度变为原来的1⁄4。与火之誓约组合，使出合体攻击，对方场地变为火海，火属性以外的宝可梦，每回合受到1⁄8伤害。单独使用时，没有任何追加效果。,"Inflicts regular damage.  If a friendly Pokémon used fire pledge earlier this turn, all opposing Pokémon will take 1/8 their max HP in damage at the end of every turn for four turns (including this one).",34,12
521,ボルトチェンジ,伏特替换,volt-switch,electric,special,70,100,0,20,攻撃したあと ものすごい　スピードで　もどってきて 控えポケモンと　入れ替わる。,在攻击之后急速返回， 和后备宝可梦进行替换。,"After making its attack, the user rushes back to switch places with a party Pokémon in waiting.",基本的にはとんぼがえりのでんきタイプ版である。仕様についてはとんぼがえり#技の仕様を参照してもらい、ここではボルトチェンジ独自の仕様を記述する。。特殊技であり、非直接攻撃である。。でんきタイプの技なのでじめんタイプ、特性ひらいしん/ちくでん/でんきエンジンで技が無効化された場合は交代できない。。相手の特性とびだすなかみ/うのミサイル、持ち物レンブのみ、みちづれ状態の効果を受けて技の使用者がひんしになった場合、技の効果は発動せず、次のポケモンはターンの終了時に繰りだすことになる。,攻击目标造成伤害。伏特替换使用成功时，使用者与后备宝可梦替换，除非使用者是同行宝可梦中唯一没有陷入昏厥状态的宝可梦。若当回合使用者被追打定为目标，且使用者先行动，则退场前会受到翻倍威力的追打攻击。即使自身受到扎根、束缚、无法逃走或踩影、沙穴、磁力的影响，也可以替换宝可梦。若伏特替换使目标发动了携带的逃脱按键，则使用者不会退场。伏特替换使目标陷入昏厥状态时，不影响使用者的替换。,"Inflicts regular damage, then the user immediately switches out, and the trainer selects a replacement Pokémon from the party.  If the target faints from this attack, the user’s trainer selects the new Pokémon to send out first.  If the user is the last Pokémon in its party that can battle, it will not switch out.  The user may be hit by pursuit when it switches out, if it has been targeted and pursuit has not yet been used.  This move may be used even if the user is under the effect of ingrain.  ingrain’s effect will end.",112,13
522,むしのていこう,虫之抵抗,struggle-bug,bug,special,50,100,0,20,抵抗して　相手を　攻撃する。 相手の　特攻を　さげる。,抵抗并攻击对手。 降低对手的特攻。,The user attacks by struggling against opposing Pokémon. This also lowers their Sp. Atk stats.,,攻击目标造成伤害。令目标的特攻降低1级。,Inflicts regular damage.  Has a 100% chance to lower the target’s Special Attack by one stage.,95,7
523,じならし,重踏,bulldoze,ground,physical,60,100,0,20,地面を　踏みならして　自分の 周りに　いるものを　攻撃する。 相手の　素早さを　さげる。,用力踩踏地面并攻击 自己周围所有的宝可梦。 降低对方的速度。,The user strikes everything around it by stomping down on the ground. This lowers the Speed stats of those hit.,グラスフィールド状態の影響を受けている相手に対しては威力が半減する。基本的に、じめん技が当たる相手は地面にいてグラスフィールドの影響も受けているため、ほとんどのケースでじならしの威力はグラスフィールドで半減することになる。ただし、姿を隠している相手に当てることができたときや、ひこうタイプがねらいのまとを持っていたとき、そうでんでじならしのタイプが変わって地面にいない相手に当てることができたときなどは、グラスフィールドでも威力は半減しない。相手の特性ふゆうをかたやぶりで無視した場合は、相手は地面にいる扱いになるのでグラスフィールドで威力が半減する。。スカイバトルでは使用できず、ゆびをふるなどでこのわざが選ばれた場合失敗する。,攻击目标造成伤害。令目标的速度降低1级。场地处于青草场地时威力下降50%。,Inflicts regular damage.  Has a 100% chance to lower the target’s Speed by one stage.,446,5
524,こおりのいぶき,冰息,frost-breath,ice,special,60,90,0,10,冷たい　息を 相手に　吹きつけて　攻撃する。 必ず　急所に　当たる。,将冰冷的气息 吹向对手进行攻击。 必定会击中要害。,The user attacks by blowing its cold breath on the target. This move always lands a critical hit.,特性シェルアーマー/カブトアーマーのポケモンに対しては、急所に当てることができない。特性かたやぶりのポケモンが使った場合はシェルアーマー/カブトアーマーを無視して急所に当てることができる。。おまじない状態のポケモンに対しては、急所に当てることができない。,攻击目标造成伤害。攻击必定击中要害。,Inflicts regular damage.  Always scores a critical hit.,43,15
525,ドラゴンテール,龙尾,dragon-tail,dragon,physical,60,90,-6,10,相手を　はじきとばして 控えの　ポケモンを　ひきずりだす。 野生の　場合は　戦闘が　終わる。,弹飞对手，强制拉后备宝可梦上场。 如果对手为野生宝可梦， 战斗将直接结束。,"The target is knocked away, and a different Pokémon is dragged out. In the wild, this ends a battle against a single Pokémon.",タイプを除けばともえなげと同じ効果を持つ。ともえなげ#技の仕様を参照とする。,攻击目标造成伤害，并结束与野生宝可梦的对战。如果使用者的等级低于目标，则强制结束对战的效果无效。在训练家的对战中，攻击后会令对方队伍中随机一只没有陷入昏厥状态的宝可梦强制替换上场。以下情况时，结束对战或强制替换的效果无效：若使用该招式的一方因对方的凸凸头盔、铁刺等而昏厥时，该招式的强制替换上场的效果无效。,"Inflicts regular damage, then switches the target out for another of its trainer’s Pokémon, selected at random.  If the target is under the effect of ingrain or suction cups, or it has a substitute, or its Trainer has no more usable Pokémon, it will not be switched out.  If the target is a wild Pokémon, the battle ends instead.",140,16
526,ふるいたてる,自我激励,work-up,normal,status,,,0,30,自分を　奮いたてて 攻撃と　特攻を　あげる。,激励自己， 从而提高攻击和特攻。,"The user is roused, and its Attack and Sp. Atk stats are boosted.",,令使用者的攻击提升1级。令使用者的特攻提升1级。,Raises the user’s Attack and Special Attack by one stage each.,343,1
527,エレキネット,电网,electroweb,electric,special,55,95,0,15,電気の　ネットで 相手を　捕まえて　攻撃する。 相手の　素早さを　さげる。,用电网捉住对手进行攻击。 降低对手的速度。,The user captures opposing Pokémon in an electric net to inflict damage. This also lowers their Speed stats.,,攻击目标造成伤害。100%几率令目标的速度降低1级。,Lowers the target’s Speed by one stage.,123,13
528,ワイルドボルト,疯狂伏特,wild-charge,electric,physical,90,100,0,15,電気を　まとって 相手に　ぶつかって　攻撃する。 自分も　少し　ダメージを　受ける。,让电流覆盖全身， 撞向对手进行攻击。 自己也会受到少许伤害。,The user shrouds itself in electricity and smashes into its target. This also damages the user a little.,反動技#ダメージを受けるの項も参照。。反動ダメージを計算するとき、小数点以下は四捨五入する。。特性がいしあたま/マジックガードのポケモンが使った場合、反動によるダメージを受けない。。特性がすてみのポケモンが使った場合、威力が1.2倍になる。,攻击目标造成伤害。使用者承受对目标造成伤害的1⁄4的伤害。使用者具有坚硬脑袋或魔法防守特性时，不会承受伤害。使用者具有舍身特性时，该招式威力提升20%，因此承受的伤害也会提升。,Inflicts regular damage.  User takes 1/4 the damage it inflicts in recoil.,186,13
529,ドリルライナー,直冲钻,drill-run,ground,physical,80,95,0,10,ドリルのように　体を　回転しながら 相手に　体当たりする。 急所に　当たりやすい。,像钢钻一样，一边旋转身体 一边撞击对手。 容易击中要害。,The user crashes into the target while rotating its body like a drill. This move has a heightened chance of landing a critical hit.,,攻击目标造成伤害。击中要害率比大部分招式高1级。,Inflicts regular damage.  User’s critical hit rate is one level higher when using this move.,54,5
530,ダブルチョップ,二连劈,dual-chop,dragon,physical,40,90,0,15,体の　硬い部分で　相手を たたいて　攻撃する。 ２回連続で　ダメージを　与える。,用身体坚硬的部分 拍打对手进行攻击。 连续２次给予伤害。,The user attacks its target by hitting it with brutal strikes. The target is hit twice in a row.,2回攻撃する連続攻撃技の1つ。連続攻撃技としての仕様はそちらを参照。,攻击目标造成伤害，一回合内连续攻击2次。每一击击中要害的概率都相等。如果第一下触发了目标的气势披带、气势头带、结实特性或打破了替身，招式会继续攻击。忍耐、金属爆炸和双倍奉还只计算最后一次的伤害。如果使用者持有王者之证或锐利之牙，或具有恶臭特性，每一下攻击都有相同的概率造成对手畏缩。如果使用者具有毒手特性，每一下攻击都有相同的概率造成对手中毒。如果目标拥有咒术之躯、碎裂铠甲或与接触类招式相关的特性或持有凸凸头盔，每一下攻击都会触发效果。即使特性发动令攻击方陷入一些可能无法行动的状态（如麻痹、畏缩、着迷、定身法状态），也不会影响本次攻击，但陷入睡眠和昏厥时攻击即刻停止。目标的木乃伊、游魂或甩不掉的气味特性会在第一下攻击之后就发动。使用方的顺手牵羊特性或目标的变色特性在最后一下攻击完成后才发动。,Inflicts regular damage.  Hits twice in one turn.,74,16
531,ハートスタンプ,爱心印章,heart-stamp,psychic,physical,60,100,0,25,この技は　使えません 思い出すことが　できなくなりますが 技を　忘れることを　おすすめします,无法使用这个招式。 虽然忘记之后就再也想不起来了， 但还是建议忘记这个招式。,"This move can’t be used. It’s recommended that this move is forgotten. Once forgotten, this move can’t be remembered.",,攻击目标造成伤害。爱心印章有30%的几率使尚未行动的目标陷入畏缩状态。,Inflicts regular damage.  Has a 30% chance to make the target flinch.,6,14
532,ウッドホーン,木角,horn-leech,grass,physical,75,100,0,10,つのを　突き刺して　相手の　養分を 吸い取る。　与えた　ダメージの 半分の　ＨＰを　回復できる。,将角刺入，吸取对手的养分。 可以回复给予对手 伤害的一半ＨＰ。,The user drains the target's energy with its horns. The user's HP is restored by up to half the damage taken by the target.,回復量を算出する際、小数点以下は四捨五入する。。おおきなねっこを持たせたポケモンが使う場合は回復量が通常の1.3倍になる。。特性ヘドロえきのポケモンを攻撃した場合は、回復効果がダメージに変わる。。かいふくふうじ状態のポケモンは回復できない。第五世代のみ、使用することはできるが、HPを回復する効果が無くなる。第六世代以降では選択することもできない。選択したターンで行動する前にかいふくふうじ状態にされた場合は失敗する。,攻击目标造成伤害，自身的ＨＰ恢复“造成的伤害×50%”。在攻击方携带大根茎时，攻击伤害不变，ＨＰ恢复量提高到“造成的伤害×65%”。如果攻击方处于回复封锁状态，招式使用失败。使用木角攻击替身状态下的宝可梦可以恢复ＨＰ。,Inflicts regular damage.  Drains half the damage inflicted to heal the user.,11,12
533,せいなるつるぎ,圣剑,sacred-sword,fighting,physical,90,100,0,15,長い　つので　切りつけ　攻撃する。 相手の　能力変化に 関係なく　ダメージを　与える。,用长角切斩对手进行攻击。 无视对手的能力变化， 直接给予伤害。,The user attacks by slicing with a sword. The target's stat changes don't affect the damage inflicted by this move.,相手の防御/回避率のランク補正を無視する。ランクが-1以下であっても無視するため、効果がデメリットになることもある。。自分の攻撃/命中率のランク補正は無視せず、ダメージや命中判定に反映される。。ワンダールーム状態でも相手の防御の実数値を用いてダメージを計算する。防御/特防にかかる特性/持ち物/状態の効果に関してはワンダールーム状態の効果で入れ替わる。。ランク補正/ワンダールーム状態以外による能力値の変動は無視することができない。ファーコートなどの特性、しんかのきせきなどの持ち物、リフレクターなどの場の状態による効果が該当する。。切る技の1つ。特性きれあじのポケモンが使うと威力が1.5倍になる。,攻击目标造成伤害。圣剑在攻击时无视目标闪避率能力的变化。圣剑在攻击时无视目标防御能力的变化。,"Inflicts regular damage.  Damage calculation ignores the target’s stat modifiers, including evasion.",20,2
534,シェルブレード,贝壳刃,razor-shell,water,physical,75,95,0,10,鋭い　貝殻で　切りつけて 攻撃する。　相手の　防御を さげることが　ある。,用锋利的贝壳切斩 对手进行攻击。 有时会降低对手的防御。,The user cuts the target with sharp shells to inflict damage. This may also lower the target's Defense stat.,切る技の1つ。特性きれあじのポケモンが使うと威力が1.5倍になる。,攻击目标造成伤害。50%几率令目标的防御降低1级。,Inflicts regular damage.  Has a 50% chance to lower the target’s Defense by one stage.,22,11
535,ヒートスタンプ,高温重压,heat-crash,fire,physical,,100,0,10,燃える　体で　相手に　ぶつかって 攻撃する。　自分が　相手より 重いほど　威力が　あがる。,用燃烧的身体撞向对手进行攻击。 自己比对手越重，威力越大。,"The user slams into the target with its flame-covered body. The more the user outweighs the target, the greater the move's power.",第六世代以降では、ちいさくなる状態のポケモンには必ず命中しダメージが2倍になる。。ダイマックスした相手に使うと「<使用者>は 首を 横に振った この技を 仕掛けることが できないようだ......」というメッセージが出て失敗する。このときもPPは消費する。。スカイバトルでは使用できず、ゆびをふるなどでこのわざが選ばれた場合失敗する。,"攻击目标造成伤害。如果目标处于变小状态，威力翻倍。同时在这种状况下，高温重压一定会命中，除非目标正在使用蓄力的招式并不在场地上。对极巨化的宝可梦无效。使用者的体重比起目标越高，招式威力越高。
威力受目标是否为变小状态影响。","Inflicts regular damage.  The greater the user’s weight compared to the target’s, the higher power this move has, to a maximum of 120.  User’s weight                    | Power -------------------------------- | ----: Up to 2× the target’s weight     |    40 Up to 3× the target’s weight     |    60 Up to 4× the target’s weight     |    80 Up to 5× the target’s weight     |   100 More than 5× the target’s weight |   120 ",47,10
536,グラスミキサー,青草搅拌器,leaf-tornado,grass,special,65,90,0,10,鋭い　はっぱで　相手を 包みこんで　攻撃する。 命中率を　さげることが　ある。,用锋利的叶片包裹住 对手进行攻击。 有时会降低对手的命中率。,The user attacks its target by encircling it in sharp leaves. This attack may also lower the target’s accuracy.,,攻击目标造成伤害。50%几率令目标的命中率降低1级。,Inflicts regular damage.  Has a 50% chance to lower the target’s accuracy by one stage.,10,12
537,ハードローラー,疯狂滚压,steamroller,bug,physical,65,100,0,20,この技は　使えません 思い出すことが　できなくなりますが 技を　忘れることを　おすすめします,无法使用这个招式。 虽然忘记之后就再也想不起来了， 但还是建议忘记这个招式。,"This move can’t be used. It’s recommended that this move is forgotten. Once forgotten, this move can’t be remembered.",,攻击目标造成伤害。如果目标处于变小状态，伤害翻倍。同时在这种状况下，疯狂滚压一定会命中，除非目标正在使用蓄力的招式并不在场地上。疯狂滚压有30%的几率使尚未行动的目标陷入畏缩状态。,Inflicts regular damage.  Has a 30% chance to make the target flinch.  Power is doubled against Pokémon that have used minimize since entering the field.,6,7
538,コットンガード,棉花防守,cotton-guard,grass,status,,,0,10,フワフワの　綿毛で　自分の 体を　包みこんで　守る。 防御を　ぐぐーんと　あげる。,用软绵绵的绒毛包裹住 自己的身体进行守护。 巨幅提高自己的防御。,"The user protects itself by wrapping its body in soft cotton, drastically boosting its Defense stat.",,令使用者的防御提升3级。,Raises the user’s Defense by three stages.,18,12
539,ナイトバースト,暗黑爆破,night-daze,dark,special,85,95,0,10,暗黒の　衝撃波を とばして　相手を　攻撃する。 命中率を　さげることが　ある。,放出黑暗的冲击波攻击对手。 有时会降低对手的命中率。,The user looses a pitch-black shock wave at the target to inflict damage. This may also lower the target's accuracy.,,攻击目标造成伤害。40%几率令目标的命中率降低1级。,Inflicts regular damage.  Has a 40% chance to lower the target’s accuracy by one stage.,3,17
540,サイコブレイク,精神击破,psystrike,psychic,special,100,100,0,10,不思議な　念波を　実体化して 相手を　攻撃する。 物理的な　ダメージを　与える。,将神奇的念波实体化攻击对手。 给予物理伤害。,The user materializes an odd psychic wave to attack the target. This move deals physical damage.,サイコショック#技の仕様を参照とする。,攻击目标造成伤害。使用目标的防御代替目标的特防进行伤害计算。防守方能影响精神击破伤害的因素：防守方不能影响精神击破伤害的因素：其它相关能力变化与特殊招式相同，此外镜面反射可以反弹其招式。,"Inflicts regular damage.  Damage calculation always uses the target’s Defense, regardless of this move’s damage class.",3,14
541,スイープビンタ,扫尾拍打,tail-slap,normal,physical,25,85,0,10,硬い　しっぽで 相手を　たたいて　攻撃する。 ２ー５回の　間　連続で　だす。,用坚硬的尾巴 拍打对手进行攻击。 连续攻击２～５次。,The user attacks by striking the target with its hard tail. This move hits two to five times in a row.,2~5回攻撃する連続攻撃技の1つ。連続攻撃技としての仕様はそちらを参照。,攻击目标造成伤害，一回合内连续攻击2～5次。命中时，各有15%的几率攻击5或4次，35%的几率攻击3或2次，攻击次数的数学期望是3.1次，对应的威力的数学期望是77.5。携带机变骰子且命中时，各有1⁄2的几率攻击5或4次，攻击次数的数学期望是4.5次，对应的威力的数学期望是112.5。每一击击中要害的概率都相等。如果某一下触发了目标的气势披带、气势头带、结实特性或打破了替身，招式会继续攻击。忍耐、金属爆炸和双倍奉还只计算最后一次的伤害。如果使用者持有王者之证或锐利之牙，或具有恶臭特性，每一下攻击都有相同的概率造成对手畏缩。如果使用者具有毒手特性，每一下攻击都有相同的概率造成对手中毒。如果目标拥有咒术之躯、碎裂铠甲或与接触类招式相关的特性或持有凸凸头盔，每一下攻击都会触发效果。即使特性发动令攻击方陷入一些可能无法行动的状态（如麻痹、畏缩、着迷、定身法状态），也不会影响本次攻击，但陷入睡眠和昏厥时攻击即刻停止。目标的木乃伊、游魂或甩不掉的气味特性会在第一下攻击之后就发动。使用方的顺手牵羊特性或目标的变色特性在最后一下攻击完成后才发动。,"Inflicts regular damage.  Hits 2–5 times in one turn.  Has a 3/8 chance each to hit 2 or 3 times, and a 1/8 chance each to hit 4 or 5 times.  Averages to 3 hits per use.",26,1
542,ぼうふう,暴风,hurricane,flying,special,110,70,0,10,強烈な　風で　相手を 包みこんで　攻撃する。 相手を　混乱させることが　ある。,用强烈的风席卷 对手进行攻击。 有时会使对手混乱。,The user attacks by wrapping its opponent in a fierce wind. This may also confuse the target.,あめ状態で必中になり、にほんばれ状態で命中率が50に変わる効果はかみなりと同様となる。かみなり#技の仕様を参照とする。。対象がそらをとぶ状態でも命中するが、ダメージが増えたり必中になったりする効果はない。。あめ状態であっても、そらをとぶ状態以外の要因で姿を隠しているポケモンには当たらない。。トリプルバトルでは、自分と隣り合っていないポケモンにも使うことができる。。風の技の1つ。特性かぜのり/ふうりょくでんきの効果対象になる。,攻击目标造成伤害。暴风有30%的几率使目标陷入混乱状态。天气为大晴天或大日照时，暴风的命中降低至50。天气为下雨或大雨时，暴风一定会命中，除非目标正在使用蓄力的招式并不在场地上。可以击中处于飞翔状态的宝可梦。,"Inflicts regular damage.  Has a 30% chance to confuse the target.  This move can hit Pokémon under the effect of bounce, fly, or sky drop.  During rain dance, this move has 100% accuracy.  During sunny day, this move has 50% accuracy.",98,3
543,アフロブレイク,爆炸头突击,head-charge,normal,physical,120,100,0,15,すごい　アフロの　頭で 相手に　突進して　攻撃する。 自分も　少し　ダメージを　受ける。,用厉害的爆炸头 猛撞向对手进行攻击。 自己也会受到少许伤害。,"The user charges its head into its target, using its powerful guard hair. This also damages the user a little.",反動技#ダメージを受けるの項も参照。。反動ダメージの計算時、小数点以下は四捨五入する。,攻击目标造成伤害。使用者承受对目标造成伤害的1⁄4的伤害。使用者具有坚硬脑袋或魔法防守特性时，不会承受伤害。使用者具有舍身特性时，该招式威力提升20%，因此承受的伤害也会提升。,Inflicts regular damage.  User takes 1/4 the damage it inflicts in recoil.,1,1
544,ギアソーサー,齿轮飞盘,gear-grind,steel,physical,50,85,0,15,鋼鉄の　ギアを　相手に 投げつけて　攻撃する。 ２回連続で　ダメージを　与える。,向对手投掷 钢铁齿轮进行攻击。 连续２次给予伤害。,The user attacks by throwing steel gears at its target twice.,2回攻撃する連続攻撃技の1つ。連続攻撃技としての仕様はそちらを参照。,攻击目标造成伤害，一回合内连续攻击2次。每一击击中要害的概率都相等。如果第一下触发了目标的气势披带、气势头带、结实特性或打破了替身，招式会继续攻击。忍耐、金属爆炸和双倍奉还只计算最后一次的伤害。如果使用者持有王者之证或锐利之牙，或具有恶臭特性，每一下攻击都有相同的概率造成对手畏缩。如果使用者具有毒手特性，每一下攻击都有相同的概率造成对手中毒。如果目标拥有咒术之躯、碎裂铠甲或与接触类招式相关的特性或持有凸凸头盔，每一下攻击都会触发效果。即使特性发动令攻击方陷入一些可能无法行动的状态（如麻痹、畏缩、着迷、定身法状态），也不会影响本次攻击，但陷入睡眠和昏厥时攻击即刻停止。目标的木乃伊、游魂或甩不掉的气味特性会在第一下攻击之后就发动。使用方的顺手牵羊特性或目标的变色特性在最后一下攻击完成后才发动。,Inflicts regular damage.  Hits twice in one turn.,3,9
545,かえんだん,火焰弹,searing-shot,fire,special,100,100,0,5,真っ赤な　炎で　自分の 周りに　いるものを　攻撃する。 やけど状態に　することが　ある。,用熊熊烈火 攻击自己周围所有的宝可梦。 有时会陷入灼伤状态。,The user torches everything around it in an inferno of scarlet flames. This may also leave those it hits with a burn.,弾のわざの1つ。特性がぼうだんのポケモンに対しては無効化される。,攻击目标造成伤害。火焰弹有30%的几率使目标陷入灼伤状态。对防弹特性的宝可梦无效。,Inflicts regular damage.  Has a 30% chance to burn the target.,1,10
